federal_action_obligation,total_dollars_obligated,base_and_exercised_options_value,base_and_all_options_value,potential_total_value_of_award,action_date_fiscal_year,awarding_office_name,funding_office_name,recipient_parent_name,recipient_city_name,recipient_state_name,primary_place_of_performance_city_name,primary_place_of_performance_state_code,type_of_contract_pricing,product_or_service_code_description,naics_description,place_of_manufacture,solicitation_procedures,organizational_type,corporate_entity_not_tax_exempt,partnership_or_limited_liability_partnership,sole_proprietorship,educational_institution
60000.0,1298419.28,63979.34,63979.34,1302398.62,2019,HQ PROC OPS DIVISION (HPOD),OFC CHEMSFTYPOLLPREV(OCSPP) (FUND),INNOVATE! INC,ALEXANDRIA,VIRGINIA,ALEXANDRIA,VA,TIME AND MATERIALS,IT AND TELECOM- SYSTEMS ANALYSIS,OTHER MANAGEMENT CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,82766.0,0.0,0.0,82766.0,2019,REGION 5 CONTRACTING OFFICE,REGION 5 (FUNDING OFFICE),"ENVIRONMENTAL COMPLIANCE OFFICE, INC.",DETROIT,MICHIGAN,CHICAGO,IL,FIRM FIXED PRICE,SPECIAL STUDIES/ANALYSIS- WATER QUALITY,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,OTHER,f,f,f,f
126204.34,251035.54,126204.34,0.0,638039.31,2019,RTP PROC OPS DIVISION (RTPPOD),OFC FOR AIR  RAD (OAR) (FUNDING),UNIFIED BUSINESS SOLUTIONS LLC,CINCINNATI,OHIO,RALEIGH,NC,FIRM FIXED PRICE,SUPPORT- ADMINISTRATIVE: OTHER,OFFICE ADMINISTRATIVE SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
5656.96,5656.96,5656.96,5656.96,5656.96,2019,REGION 1 CONTRACTING OFFICE,REGION 1 (FUNDING OFFICE),ATAASK GLOBAL INC,MALDEN,MASSACHUSETTS,BOSTON,MA,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: PERSONAL CARE (NON-MEDICAL),SERVICES FOR THE ELDERLY AND PERSONS WITH DISABILITIES,NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,CORPORATE NOT TAX EXEMPT,t,f,f,f
4000.0,15000.0,4000.0,4000.0,15000.0,2019,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC RESEARCH  DEV (ORD) (FUNDING),CONSULTECH ENVIRONMENTAL LLC,CARY,NORTH CAROLINA,DURHAM,NC,TIME AND MATERIALS,MISCELLANEOUS CHEMICAL SPECIALTIES,REMEDIATION SERVICES,MFG IN U.S.,SIMPLIFIED ACQUISITION,OTHER,f,f,f,f
11000.0,15000.0,11000.0,11000.0,15000.0,2019,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC OF MISSION SUPT (OMS)(FUNDING),CONSULTECH ENVIRONMENTAL LLC,CARY,NORTH CAROLINA,DURHAM,NC,TIME AND MATERIALS,MISCELLANEOUS CHEMICAL SPECIALTIES,REMEDIATION SERVICES,MFG IN U.S.,SIMPLIFIED ACQUISITION,OTHER,f,f,f,f
65270.0,65270.0,65270.0,65270.0,65270.0,2019,REGION 7 CONTRACTING OFFICE,REGION 7 (FUNDING OFFICE),B & H INTERNATIONAL LLC,BAKERSFIELD,CALIFORNIA,KANSAS CITY,MO,FIRM FIXED PRICE,LABORATORY EQUIPMENT AND SUPPLIES,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,MFG IN U.S.,SIMPLIFIED ACQUISITION,OTHER,f,f,f,f
0.0,202000.0,0.0,0.0,230484.76,2019,HEADQUARTERS ACQUISITION DIV (HQAD),OFC ENVIRONMNTL INFO (OEI)(FUNDING),INNOVATE! INC,ALEXANDRIA,VIRGINIA,ALEXANDRIA,VA,TIME AND MATERIALS,IT AND TELECOM- SYSTEMS ANALYSIS,OTHER MANAGEMENT CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
10000.0,152000.0,95251.35,0.0,251016.45,2019,HEADQUARTERS ACQUISITION DIV (HQAD),OFC ENVIRONMNTL INFO (OEI)(FUNDING),INNOVATE! INC,ALEXANDRIA,VIRGINIA,ALEXANDRIA,VA,TIME AND MATERIALS,IT AND TELECOM- SYSTEMS ANALYSIS,OTHER MANAGEMENT CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
50000.0,202000.0,0.0,0.0,230484.76,2019,HEADQUARTERS ACQUISITION DIV (HQAD),OFC ENVIRONMNTL INFO (OEI)(FUNDING),INNOVATE! INC,ALEXANDRIA,VIRGINIA,ALEXANDRIA,VA,TIME AND MATERIALS,IT AND TELECOM- SYSTEMS ANALYSIS,OTHER MANAGEMENT CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,152000.0,-20531.69,-20531.69,230484.76,2019,HEADQUARTERS ACQUISITION DIV (HQAD),OFC ENVIRONMNTL INFO (OEI)(FUNDING),INNOVATE! INC,ALEXANDRIA,VIRGINIA,ALEXANDRIA,VA,TIME AND MATERIALS,IT AND TELECOM- SYSTEMS ANALYSIS,OTHER MANAGEMENT CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,1073799.0,0.0,0.0,1073799.0,2019,CINCINNATI PROC OPS DIVISION (CPOD),OFC OF MISSION SUPT (OMS)(FUNDING),"G.M. HILL ENGINEERING, INC.",JACKSONVILLE,FLORIDA,EDISON,NJ,FIRM FIXED PRICE,CONSTRUCTION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,1073799.0,0.0,0.0,1073799.0,2019,CINCINNATI PROC OPS DIVISION (CPOD),REGION 2 (FUNDING OFFICE),"G.M. HILL ENGINEERING, INC.",JACKSONVILLE,FLORIDA,EDISON,NJ,FIRM FIXED PRICE,CONSTRUCTION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,1073799.0,0.0,0.0,1073799.0,2019,CINCINNATI PROC OPS DIVISION (CPOD),REGION 2 (FUNDING OFFICE),"G.M. HILL ENGINEERING, INC.",JACKSONVILLE,FLORIDA,EDISON,NJ,FIRM FIXED PRICE,CONSTRUCTION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,2700.0,0.0,0.0,8880.0,2019,REGION 7 CONTRACTING OFFICE,REGION 10 (FUNDING OFFICE),JR MALEY ENGINEERING LLC,MOUNT AIRY,MARYLAND,SEATTLE,WA,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: COMMUNICATIONS,TELEPHONE ANSWERING SERVICES,NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,PARTNERSHIP,f,t,f,f
0.0,0.0,0.0,0.0,6180.0,2019,REGION 7 CONTRACTING OFFICE,REGION 7 (FUNDING OFFICE),JR MALEY ENGINEERING LLC,MOUNT AIRY,MARYLAND,SEATTLE,WA,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: COMMUNICATIONS,TELEPHONE ANSWERING SERVICES,NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,PARTNERSHIP,f,t,f,f
-2700.0,0.0,-2700.0,-2700.0,6180.0,2019,REGION 7 CONTRACTING OFFICE,REGION 7 (FUNDING OFFICE),JR MALEY ENGINEERING LLC,MOUNT AIRY,MARYLAND,SEATTLE,WA,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: COMMUNICATIONS,TELEPHONE ANSWERING SERVICES,NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,PARTNERSHIP,f,t,f,f
0.0,0.0,0.0,0.0,6180.0,2019,REGION 7 CONTRACTING OFFICE,REGION 7 (FUNDING OFFICE),JR MALEY ENGINEERING LLC,MOUNT AIRY,MARYLAND,SEATTLE,WA,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: COMMUNICATIONS,TELEPHONE ANSWERING SERVICES,NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,PARTNERSHIP,f,t,f,f
11571.0,11571.0,11571.0,11571.0,11571.0,2019,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC INSPECTOR GENERAL(OIG)(FUNDING),"PANAMERICA COMPUTERS, INC.",LURAY,VIRGINIA,LURAY,VA,FIRM FIXED PRICE,INFORMATION TECHNOLOGY SOFTWARE,OTHER COMPUTER RELATED SERVICES,MFG IN U.S.,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
8869.0,8869.0,8869.0,8869.0,8869.0,2019,REGION 1 CONTRACTING OFFICE,REGION 1 (FUNDING OFFICE),ATAASK GLOBAL INC,MALDEN,MASSACHUSETTS,BOSTON,MA,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: PERSONAL CARE (NON-MEDICAL),SERVICES FOR THE ELDERLY AND PERSONS WITH DISABILITIES,NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,204383.15,0.0,0.0,204383.15,2019,CINCINNATI ACQUISITION DIV (CAD),OFC FOR AIR  RAD (OAR) (FUNDING),"AABS JV, L.L.C.",DETROIT,MICHIGAN,ANN ARBOR,MI,FIRM FIXED PRICE,CONSTRUCTION OF LABORATORIES AND CLINICS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,PARTNERSHIP,f,t,f,f
0.0,38381.0,0.0,0.0,38381.0,2019,CINCINNATI ACQUISITION DIV (CAD),OFC FOR AIR  RAD (OAR) (FUNDING),"AABS JV, L.L.C.",DETROIT,MICHIGAN,ANN ARBOR,MI,FIRM FIXED PRICE,CONSTRUCTION OF LABORATORIES AND CLINICS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,PARTNERSHIP,f,t,f,f
0.0,398428.0,0.0,0.0,398428.0,2019,REGION 9 CONTRACTING OFFICE,REGION 9 (FUNDING OFFICE),INNOVATE! INC,ALEXANDRIA,VIRGINIA,BARRIGADA,GU,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: OTHER,OTHER COMPUTER RELATED SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
-331.17,44668.83,-331.17,-331.17,44668.83,2019,REGION 9 CONTRACTING OFFICE,REGION 9 (FUNDING OFFICE),INNOVATE! INC,ALEXANDRIA,VIRGINIA,SAN FRANCISCO,CA,LABOR HOURS,SUPPORT- PROFESSIONAL: OTHER,OTHER COMPUTER RELATED SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
136777.66,136777.66,136777.66,232743.05,232743.05,2019,REGION 7 CONTRACTING OFFICE,REGION 7 (FUNDING OFFICE),AUXILIO MANAGEMENT SERVICES,DENVER,COLORADO,GRAND ISLAND,NE,FIRM FIXED PRICE,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,136777.66,0.0,0.0,232743.05,2019,REGION 7 CONTRACTING OFFICE,REGION 7 (FUNDING OFFICE),AUXILIO MANAGEMENT SERVICES,DENVER,COLORADO,GRAND ISLAND,NE,FIRM FIXED PRICE,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,119587.0,0.0,0.0,119587.0,2019,CINCINNATI ACQUISITION DIV (CAD),OFC FOR AIR  RAD (OAR) (FUNDING),"AABS JV, L.L.C.",DETROIT,MICHIGAN,ANN ARBOR,MI,FIRM FIXED PRICE,REPAIR OR ALTERATION OF LABORATORIES AND CLINICS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,PARTNERSHIP,f,t,f,f
25234.17,25234.17,25234.17,25234.17,25234.17,2019,INFORMATION TECHNOLOGY ACQ DIV (ITA,REGION 8 (FUNDING OFFICE),FOUR LLC,CENTREVILLE,VIRGINIA,HERNDON,VA,FIRM FIXED PRICE,INFORMATION TECHNOLOGY SOFTWARE,OTHER COMPUTER RELATED SERVICES,MFG IN U.S.,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,PARTNERSHIP,f,t,f,f
1000.0,32250.31,1000.0,1000.0,32250.31,2019,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),"ACCURA ENGINEERING AND CONSULTING SERVICES, INC.",ATLANTA,GEORGIA,ATLANTA,GA,TIME AND MATERIALS,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL CONSULTING AND LEGAL SUPPORT,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
37997.02,38997.02,37997.02,37997.02,38997.02,2019,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),"ACCURA ENGINEERING AND CONSULTING SERVICES, INC.",ATLANTA,GEORGIA,ATLANTA,GA,TIME AND MATERIALS,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL CONSULTING AND LEGAL SUPPORT,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,241969.0,0.0,0.0,241969.0,2019,CINCINNATI ACQUISITION DIV (CAD),OFC FOR AIR  RAD (OAR) (FUNDING),"AABS JV, L.L.C.",DETROIT,MICHIGAN,ANN ARBOR,MI,FIRM FIXED PRICE,MISCELLANEOUS CONSTRUCTION MATERIALS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,MFG IN U.S.,ONLY ONE SOURCE,PARTNERSHIP,f,t,f,f
-1154.8,6630.32,-1154.8,-1154.8,6630.32,2019,CINCINNATI ACQUISITION DIV (CAD),OFC GENERAL COUNSEL (OGC) (FUNDING),"CARTRIDGE TECHNOLOGIES, LLC",ROCKVILLE,MARYLAND,WASHINGTON,DC,FIRM FIXED PRICE,MAINT/REPAIR/REBUILD OF EQUIPMENT- OFFICE MACHINES/TEXT PROCESSING SYS/VISIBLE RECORD EQUIPMENT,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
360742.0,880446.0,360742.0,0.0,1634749.0,2019,HEADQUARTERS ACQUISITION DIV (HQAD),OFC CHEMSFTYPOLLPREV(OCSPP) (FUND),SUMMITEC CORP,KNOXVILLE,TENNESSEE,KNOXVILLE,TN,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
-170573.0,519704.0,-170573.0,-170573.0,1634749.0,2019,HQ PROC OPS DIVISION (HPOD),OFC CHEMSFTYPOLLPREV(OCSPP) (FUND),SUMMITEC CORP,KNOXVILLE,TENNESSEE,KNOXVILLE,TN,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
23108.76,24108.76,23108.76,23108.76,24108.76,2019,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),"ACCURA ENGINEERING AND CONSULTING SERVICES, INC.",ATLANTA,GEORGIA,ATLANTA,GA,TIME AND MATERIALS,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL CONSULTING AND LEGAL SUPPORT,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
1000.0,10672.33,1000.0,1000.0,10672.33,2019,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),"ACCURA ENGINEERING AND CONSULTING SERVICES, INC.",ATLANTA,GEORGIA,ATLANTA,GA,TIME AND MATERIALS,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL CONSULTING AND LEGAL SUPPORT,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
37700.0,868060.0,37700.0,0.0,955760.0,2019,CINCINNATI PROC OPS DIVISION (CPOD),OFFICE FOR WATER (OW) (FUNDING),AVANTI CORPORATION,ALEXANDRIA,VIRGINIA,ALEXANDRIA,VA,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,830360.0,0.0,0.0,955760.0,2019,CINCINNATI PROC OPS DIVISION (CPOD),OFFICE FOR WATER (OW) (FUNDING),AVANTI CORPORATION,ALEXANDRIA,VIRGINIA,ALEXANDRIA,VA,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,830360.0,0.0,0.0,955760.0,2019,CINCINNATI PROC OPS DIVISION (CPOD),OFFICE FOR WATER (OW) (FUNDING),AVANTI CORPORATION,ALEXANDRIA,VIRGINIA,ALEXANDRIA,VA,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
14333.34,12941.94,14333.34,14333.34,12941.94,2019,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),ENVIRONMENTAL MANAGEMENT SERVICES INC,ROCKVILLE,MARYLAND,FORT GEORGE G MEADE,MD,FIRM FIXED PRICE,ENVIRONMENTAL SYSTEMS PROTECTION- TOXIC AND HAZARDOUS SUBSTANCE ANALYSIS,HAZARDOUS WASTE COLLECTION,NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,CORPORATE NOT TAX EXEMPT,t,f,f,f
-221843.0,773976.0,-221843.0,-221843.0,2447630.0,2019,HQ PROC OPS DIVISION (HPOD),OFC CHEMSFTYPOLLPREV(OCSPP) (FUND),SUMMITEC CORP,KNOXVILLE,TENNESSEE,KNOXVILLE,TN,FIRM FIXED PRICE,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
533327.0,1307303.0,533327.0,0.0,2447630.0,2019,HQ PROC OPS DIVISION (HPOD),OFC CHEMSFTYPOLLPREV(OCSPP) (FUND),SUMMITEC CORP,KNOXVILLE,TENNESSEE,KNOXVILLE,TN,FIRM FIXED PRICE,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,119302.0,0.0,0.0,119302.0,2019,REGION 5 CONTRACTING OFFICE,REGION 5 (FUNDING OFFICE),"ENVIRONMENTAL COMPLIANCE OFFICE, INC.",DETROIT,MICHIGAN,CHICAGO,IL,FIRM FIXED PRICE,SPECIAL STUDIES/ANALYSIS- WATER QUALITY,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,OTHER,f,f,f,f
7792.39,7792.39,7792.39,31169.56,31169.56,2019,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC ENVIRONMNTL INFO (OEI)(FUNDING),"CARTRIDGE TECHNOLOGIES, LLC",ROCKVILLE,MARYLAND,WASHINGTON,DC,FIRM FIXED PRICE,MAINTENANCE OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) R&D FACILITIES,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,130390.0,0.0,0.0,130390.0,2019,CINCINNATI ACQUISITION DIV (CAD),OFC FOR AIR  RAD (OAR) (FUNDING),"AABS JV, L.L.C.",DETROIT,MICHIGAN,ANN ARBOR,MI,FIRM FIXED PRICE,CONSTRUCTION OF LABORATORIES AND CLINICS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,PARTNERSHIP,f,t,f,f
110925.0,721152.0,12000.0,12000.0,2022567.0,2019,HQ PROC OPS DIVISION (HPOD),OFC FOR AIR  RAD (OAR) (FUNDING),ENVIRONMENTAL ENGINEERING & MEASUREMENT SERVICES INC,GAINESVILLE,FLORIDA,WASHINGTON,DC,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
150000.0,610227.0,188983.0,0.0,2010567.0,2019,HQ PROC OPS DIVISION (HPOD),OFC FOR AIR  RAD (OAR) (FUNDING),ENVIRONMENTAL ENGINEERING & MEASUREMENT SERVICES INC,GAINESVILLE,FLORIDA,WASHINGTON,DC,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
35167.72,335167.72,0.0,0.0,1874491.0,2019,HQ PROC OPS DIVISION (HPOD),OFC FOR AIR  RAD (OAR) (FUNDING),ENVIRONMENTAL ENGINEERING & MEASUREMENT SERVICES INC,GAINESVILLE,FLORIDA,WASHINGTON,DC,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
25059.28,360227.0,10000.0,10000.0,1884491.0,2019,HQ PROC OPS DIVISION (HPOD),OFC FOR AIR  RAD (OAR) (FUNDING),ENVIRONMENTAL ENGINEERING & MEASUREMENT SERVICES INC,GAINESVILLE,FLORIDA,WASHINGTON,DC,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,610227.0,204478.0,0.0,2010567.0,2019,HQ PROC OPS DIVISION (HPOD),OFC FOR AIR  RAD (OAR) (FUNDING),ENVIRONMENTAL ENGINEERING & MEASUREMENT SERVICES INC,GAINESVILLE,FLORIDA,WASHINGTON,DC,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
100000.0,460227.0,100000.0,126076.0,2010567.0,2019,HQ PROC OPS DIVISION (HPOD),OFC FOR AIR  RAD (OAR) (FUNDING),ENVIRONMENTAL ENGINEERING & MEASUREMENT SERVICES INC,GAINESVILLE,FLORIDA,WASHINGTON,DC,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,145612.66,0.0,445000.0,735612.66,2019,REGION 2 CONTRACTING OFFICE,REGION 2 (FUNDING OFFICE),"MANAGEMENT TECHNOLOGY, INC.",CLINTON,MARYLAND,NEW YORK,NY,FIRM FIXED PRICE,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",CUSTOM COMPUTER PROGRAMMING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
145612.66,145612.66,145612.66,145612.66,145612.66,2019,REGION 2 CONTRACTING OFFICE,REGION 2 (FUNDING OFFICE),"MANAGEMENT TECHNOLOGY, INC.",CLINTON,MARYLAND,NEW YORK,NY,FIRM FIXED PRICE,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",CUSTOM COMPUTER PROGRAMMING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
590000.0,747047.0,590000.0,0.0,747047.0,2019,REGION 2 CONTRACTING OFFICE,REGION 2 (FUNDING OFFICE),"MANAGEMENT TECHNOLOGY, INC.",CLINTON,MARYLAND,NEW YORK,NY,FIRM FIXED PRICE,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",CUSTOM COMPUTER PROGRAMMING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
